year,film,producer,winner,movie,formatted_name,top_critics,_merge
2015, Room ,Ed Guiney,0, Room ,room_2015,"['I remain struck by both the simplicity and tenderness of the narrative that is haunted by a deep tragedy.', ""Room takes a nightmarish premise in an impossibly contained set and turns it into one of this year's most emotionally poignant films."", 'Room is a lithe, deeply moving wonder that builds to a miraculous coda.', ""Room can be, at times, an almost unbearably emotional experience, but that's a good thing. It feels good to feel so much at the movies."", 'This is a film that trusts its audience, and takes its time letting them in on the particulars of what these two are doing in this room.', ""There's no denying that Room starts from a dark place, but that does not necessarily make it a bleak film."", ""Room is a powerful imagining of an extraordinary situation, but it's also a poignant evocation of the ordinary, everyday intensity and complexity of the bond between mother and child."", ""Larson delivers every line to perfection and, as it happens, there's not one weak link in the cast."", 'Abrahamson has the intelligence to trust his cast to show us the world through their eyes. And oh, what a world it is.', 'A soul-stirring feel-good weepie.', 'Room offers highly imaginative and, at times, visionary film-making that transcends its claustrophobic settings and defies genre stereotyping.', ""The film's problem... lies in its efforts to convert the story into a metaphor for something larger."", 'We are left with a film that manages a degree of optimism in the most unpromising circumstances. It is a substantial achievement.', 'This is a disturbing and absorbing film, shrewdly acted, particularly by Larson. It lets the audience in; it does not just let the nightmare stun them into submission.', 'Room ... is not a thriller, but a moving feminist tract which explores questions of what it means to be a mother, what it means to give love, and what it means to receive it.', 'The film derives much of its power, during the times it is powerful, from its central performances.', ""It's a story so abhorrent and seemingly hopeless that there may be times you don't want it to go on, but within its tight confines Lenny Abrahamson, with a script by Emma Donoghue, finds warmth and hope."", ""It's hard to think of a movie adaptation of a book that feels truer and more loyal to its source than Room."", ""It's a deeply satisfying, profoundly moving adaptation of a popular novel, an all-too-rare occurrence in modern Hollywood."", 'Room is astonishing: It transmutes a lurid, true-crime situation into a fairy tale in which fairy tales are a source of survival.']",both
2016, Moonlight ," Adele Romanski, Dede Gardner, and Jeremy Kleiner ",1, Moonlight ,moonlight,[],both
2016, Arrival ,"Shawn Levy, Dan Levine, Aaron Ryder, and David Linde",0, Arrival ,arrival_2016,"['Arrival transcends the limitations that so often govern the less creative examples of the subgenre, instead using it as a loose conceptual foundation upon which to build a theoretically-informed examination of what precisely ... makes us human.', ""Arrival couldn't have arrived (pun intended) at a better time."", 'I think of Arrival in terms of color: the milky grays of the clouds rolling over the Montana plain; the bright blue of computer screens bouncing off the gray tents on the makeshift army compound.', ""Arrival isn't exactly your typical alien movie -- it's so much better than that. This is a movie about how language actually influences the way you think and live your life."", 'Everything about Arrival feels meticulously crafted, from the gorgeously composed shots to the Jóhann Jóhannsson score.', ""A Spielberg-Nolan lovechild of sorts, wondrous and mind-bending in equal parts, Denis Villeneuve's latest is a quintessential science-fiction blockbuster steeped in genre traditions and made singular by Amy Adams's transporting performance."", ""It's a film you'll want to discuss and debate with your friends. The message may not be original but the methodology certainly is. A movie doesn't have to spell everything out for me if I get a sense that the filmmaker is offering me something to ponder"", ""In this year of bruising American politics, the film's emphasis on measured communication and focused listening feels transformative."", 'The revelation here is Villeneuve, who expands on the symphonic pacing showcased last year in the drug war drama Sicario. Even though the concept of Arrival is far-out fiction, Villeneuve treats it with no less detail or urgency.', 'The best film of the year to date, ambitious in conception and extraordinary in execution, has arrived.', 'Arrival may be just the poem we need; a departure from the dystopian visions which now appear all too real, a memory of a future in which light still shines in the darkness.', ""The Chomsky-esque notions that language shapes our thinking even more than our thinking shapes language is conveyed in the film's own structure as well as its dialog."", 'Learning Heptapodese seems easy compared to the tough talks Americans need to have with each other.', 'Arrival is one of the best movies of the year, a moving, gripping film with startling twists and imagery. It deserves serious treatment as a work of art.', ""With Arrival, Villeneuve finally finds a subject, and a script, whose magnitude matches the weight he assigns to it. All it took was an alien species' appearance on Earth."", 'Those expecting a whiz-bang film should be prepared for a more cerebral and emotional experience, admirable for its ambition and tone, if not wholly satisfying in its payoff.', 'Arrival plays with your head as gently as any sci-fi thriller I can remember.', 'Arrival has the look and feel of a big-ticket production, albeit torqued towards millennial melancholy, complete with a muted, blue-grey colour palette by cinematographer Bradford Young.', 'Watching it, I was excited that such a strange piece of science fiction got made-and disappointed ...', ""Denis Villeneuve's latest is an artier - certainly moodier and less entertaining - version of M. Night Shyamalan's Signs.""]",both
2016, Fences ,"Scott Rudin, Denzel Washington, and Todd Black",0, Fences ,fences_2016,"['Davis went big...debuting film actor Jovan Adepo shines...', 'Fences is one of the most prescient movies out now.', ""The performances by each of its six main characters... combined with Washington's gripping direction (inciting a mix of terror, madness, and pity), FENCES is simply extraordinary. It is not to be missed."", ""Denzel swells with dangerous charisma. Viola works high emotion from every one of her many lines. They are so good they almost convince us we're watching a movie."", ""There is a powerful drama here about the legacy of racism but Washington doesn't know how to liberate it from the stage."", ""The symbolism is heavy handed. It's like being repeatedly clobbered by Troy's prized baseball bat: Rose takes a phone call that delivers bad news; a lightning flash illuminates the crucifix on her wall."", 'As it is, we are able to enjoy a theatrical experience, and some really fine acting, with minimal obvious changes made to the original stage production.', 'This is a portrait of a doomed marriage that allows its stars to explode.', ""Fences is the most classical piece of drama in the best picture line-up for this year's Oscars, with outstanding performances by Denzel Washington and Viola Davis."", 'Denzel Washington is a class act, and he has given us a classy piece of work.', ""Fences is a filmed play that never seems anything else: a yatter of life of death, directed by Denzel Washington from August Wilson's Pulitzer-winning 1983 play."", ""Washington is customarily magnetic, but this is Davis' film."", ""The great coup Washington delivers, beyond framing his co-star's virtuous anguish so well, is the risky, brilliant, and frequently alienating performance he gives as Troy."", ""This feels more like a record of a stage performance than a film in its own right. That, though, doesn't lessen its impact in the slightest or take away from the searing brilliance of the two leads."", ""Washington is very good, but it's Davis - hurt, proud, determined - who's the star of this show."", 'A simply extraordinary film without crashes, bangs and wallops but full of towering performances delivered with intelligence, power and heart.', ""The stunning acting and August Wilson's timeless words will captivate you again and again."", ""Washington's direction can't match his acting - 'Fences' is great filmed theater but not exactly great cinema. But there's no questioning Washington's skill as an actor's director, and the ensemble is first-rate, particularly Davis."", 'Washington has pledged to bring all of plays in the cycle to the screen. The good news is he started with a home run.', 'Yes, Fences suffers somewhat from the bare-bones transferal of the ""action"" from stage to screen but the material is so compelling that viewers can easily lose sight of the movie\'s ""play nature.""']",both
2016, Hacksaw Ridge ,Bill Mechanic and David Permut,0, Hacksaw Ridge ,hacksaw_ridge,"[""Gibson's robust directorial technique brings an undeniable punch to the combat scenes ... Elsewhere in the film, however, there's a sledgehammer lack of subtlety that is only partially mitigated by Andrew Garfield's impressive performance."", 'If they gave out awards for ""most movie in a movie"", then no other movie need turn up.', 'A rousing tale of Pacific War heroism that has more in common with jingoistic Wayne staples such as Sands of Iwo Jima or The Green Berets than anything in the 21st century, this is wearily formulaic film-making.', 'Vintage Mel-odrama.', 'Hacksaw Ridge is an old-fashioned war film, melded with a kind of new-fashioned explicitly violent drama.', ""Mel Gibson's Hacksaw Ridge is one of the best Second World War movies since Terrence Malick's The Thin Red Line. It is also a wildly contradictory affair, combining folksiness with a pathological quality."", 'A sterling modern war picture with an intriguing moral twist.', 'Occasionally soapy on the homefront but cataclysmic in combat, this is a worthy addition to the WWII canon.', 'Hacksaw Ridge, the first movie Mel Gibson has directed in a decade, is about as Mel Gibson as you can get: grisly, devout, and patriotic, with a deeply complicated core.', 'A fantastically moving and bruising war film that hits you like a raw topside of beef in the face - a kind of primary-coloured Guernica that flourishes on a big screen with a crowd.', ""Gibson has made a movie that's nearly pathological in its love of violence-but he nonetheless counterbalances its amoral pleasures with an understanding of the psychological devastation that war wreaks."", ""Hacksaw Ridge is a fine motion picture, one whose themes and ideas obviously speak to the filmmaker, and if Doss' story has helped change him as far as being a decent human being is concerned, that makes it all even better."", ""As director, Gibson's approach is bold and fearless; this represents his best work to date behind the camera."", ""For the sheer spectacle of the battle scenes, Hacksaw Ridge will go down as one of Gibson's finest contributions to cinema."", ""By the time Hacksaw Ridge reaches its necessary messianic finish, it's hard to not be moved by the boggling heroism of this dutiful man."", 'War is hell, but Hacksaw Ridge sacrifices that truth in favour of something far more insincere.', 'The battle scenes in ""Hacksaw Ridge"" are among the most violent captured on film - and also the most urgent.', 'The scenes in battle are as harrowing as any ever put on screen. We are in the midst of utter carnage and chaos.', ""Hacksaw Ridge is being touted as Gibson's comeback. Is it also an atonement? What's clear is that Gibson has made a film about family, faith, love and forgiveness all put to the test in an arena of violent conflict - a movie you don't want to miss."", ""If the film's director were anyone but Gibson, a fixture on or even atop Hollywood's enemies list, it would be expecting several Oscar nominations.""]",both
2016, Hell or High Water ,Carla Hacken and Julie Yorn,0, Hell or High Water ,hell_or_high_water,"['Just as it taps into a dying corner of American society, Hell or High Water resurrects the power of western mayhem done right.', 'We will never get another Howard Hawks or Raoul Walsh, but, every now and then, we see a film that pays homage to their spirit.', 'This neo-Western works splendidly as a self-contained tale of loyalty, loss and redemption, with polished turns from a smoldering Chris Pine and spunky Ben Foster.', ""This classic, thoughtful, and evocative storytelling lets audiences have a guilty pleasure watching two wretches get payback on a banking system that's ripping off old ladies."", 'Hell or High Water is a contemporary western with pick-up trucks instead of horses. But some things never change.', ""There's not a moment out of place, not a shot that stays too long. If [David McKenzie] makes a better film in his career, he'll be lucky."", 'Scottish director David Mackenzie employs the keen eye of an outsider to evoke this very particular world. The film is firmly planted in reality, down to the smallest detail.', ""Hell or High Water isn't the kind of flashy film that arrived with a lot of fanfare and it certainly isn't your average heist movie, it sneaks up on you and will surprise you with its grace and depth."", 'The whole movie offers ample evidence that [Mackenzie] has stealthily achieved an unassuming but utterly genuine mastery of his craft.', 'art heist, part western for the Occupy generation, this sharply plotted thriller is a triumph for both director David Mackenzie and writer Taylor Sheridan.', ""There's no Bonnie and Clyde-style glamour but the film has an emotional depth that you don't often find in a heist thriller."", 'A smartly crafted heist thriller that quietly peels back the layers from its macho male characters to reveal the pain and tenderness inside.', ""As with Starred Up, Mackenzie's family-centric prison drama, Hell or High Water is full of grim nooks and crannies."", 'For Mackenzie, a British filmmaker whose career to date has been nomadic, the movie feels like finally finding the right key for a lock.', 'Unexpected directions, sharp humour and powerful performances.', 'Taut, tense and burnished by Jeff Bridges at his best. This is a deceptively simple tale of Texan cops and robbers that drags the Old West into the modern age.', 'All of the performers in this film, right down to the bit players, are quite good, but Bridges demonstrates yet again that he is one of the finest actors in America.', ""From a purely narrative perspective, there's nothing new here but like a new arrangement of a familiar tune, the slight changes make it fresh and enjoyable."", ""Mackenzie happens to be Scottish, but he's made the best American Western in years."", ""Hell or High Water isn't just a great time at the movies, it's one of the year's best pictures.""]",both
2016, Hidden Figures ,"Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams, and Theodore 
Melfi",0, Hidden Figures ,hidden_figures,"[""It's a story of greatness demanding acknowledgement."", 'The movie features outstanding performances and pays tribute to three pioneering Black women who played a central role at NASA in the early 1960s during the ""space race"" between the United States and the Soviet Union.', 'Hidden Figures presented three brilliant black women who just wanted to do their jobs.', 'Hidden Figures is more about race than the space race, both of which are conquered with grace and girl power.', 'Through strong performances, sensitive direction and the strength of its source material, Hidden Figures transcends cliché to become a genuinely moving, inspirational tale of perseverance, strength and love.', 'The pragmatism that flows through Hidden Figures provides a beacon of hope in a modern era that feels marked by uncertainty and despair.', 'The performances are warm and good-humored, without exception. It is absolutely an inspirational movie.', 'This drama, which puts black women at its center, is so triumphant, highlighting both the brilliance and lives of three women whose stories have been neglected in history books, and at the same time it elevates the profile of three great actresses.', ""It's a terrific story told with a lot of verve and charm."", 'This splashy, feelgood period piece is every bit as enjoyable as a best picture Oscar-nominated blockbuster could hope to be.', 'Almost every one of the fudges makes the film more entertaining and less truthful.', 'No people have ever deserved their own movie more than they do. And what a lovely movie this is.', ""As [Melfi] proved in his previous film, St Vincent, he's good with actors and is a competent storyteller, but he can't resist underlining things that are already obvious."", 'Yes, the story may have been panel-beaten into a gleaming, Oscar-friendly shape. That Hidden Figures is still so entertaining and moving is due in large part to a hugely likeable central trio of performances.', 'This is an immensely likeable film and one that draws overdue attention to a story that has been neglected for far too long.', ""Hidden Figures is not a good movie. Sorry, but it's not."", ""It's touching, sobering, sometimes funny, this lesson in racial history ..."", ""Hidden Figures isn't pushing the cinematic boat out in any new directions, but it steers its prescribed course nimbly and nicely."", 'The performances here are wonderful and it is undoubtedly a ""feel good"" film with its warmth, vitality and empowering energy.', ""Essentially Parabolas & Prejudice, it isn't the most nuanced piece of work out this month. But nuance be damned - an uplifting plea for equality, this is a story calibrated for maximum effect.""]",both
2016, La La Land ,"Fred Berger, Jordan Horowitz, and Marc Platt",0, La La Land ,la_la_land,"['It is joyful. It leaps off the screen.', ""A gorgeously photographed, unashamedly nostalgic, bittersweet marriage of the modern and the traditional, proving Chazelle's fantastic eye for musical sequences."", ""With its candy-coated color palette and Emma Stone's earth-shattering performance, there's plenty of love found within La La Land."", 'It makes it more difficult to just let something like La La Land just passively wash over you when, however well-intentioned, the film hearkens back to a time when black humanity onscreen was deliberately hamstrung.', 'The movie has charm, at least, if nothing else. And as an attempt to pay homage to a vanishing world, La La Land is as dutiful as it is endearing\u200a-\u200asweet, if a little sour, too.', ""It's a story as old as Hollywood and jazz, and Ryan Gosling and Emma Stone feel like a pairing for the ages."", ""Don't get me wrong, LA LA LAND is fun and cutesy, and made me leave the theater with a big, goofy smile on my face. But there's one distinct difference between good movie musicals and great movie musicals."", ""It's just gorgeous, like a flipbook made of dreamy vintage postcards that are somehow about contemporary life in Los Angeles."", 'A toasty splash of sound and color .', 'La La Land remembers when movies were magical and fun, blending nostalgia and contemporaneity in a candy-sweet love letter to cinema.', ""It is simply a splendid continuation of cinema's ever-evolving love affair with song and dance."", 'La La Land ravishes from densely populated beginning to eye-moistening denouement.', 'The film is at its most convincing in those intimate exchanges between Gosling, with his melted eyes, and Stone, with her anime face.', 'La La Land with caveats is still more wonderful than almost anything else.', 'If it were any more enchanting, the musical romantic comedy La La Land ... would break your heart.', ""Open-hearted gushy romanticism in CinemaScope. What's not to love?"", ""Audacious, retro, funny and heartfelt, La La Land is the latest great musical for people who don't like musicals - and will slap a mile-wide smile across the most miserable of faces."", ""La La Land is a worthy showcase for the magnificent Stone's talents, and she is heartbreaking throughout."", ""If you haven't already fallen for this gauzy romp through the city of Angels at this point, you surely will during the last scene, with its bittersweet homage to the way times goes by."", ""[Chazelle's] filmmaking exuberance and the energy and sweetness of his two stars give this thin soup considerable tang.""]",both
2016, Lion ,"Emile Sherman, Iain Canning, and Angie Fielder",0, Lion ,lion_2017,[],both
2016, Manchester by the Sea ,"Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck, and Kevin J. Walsh",0, Manchester by the Sea ,manchester_by_the_sea,"['In Manchester by the Sea, Kenneth Lonergan again explores the depth of grief.', ""Writer/director Kenneth Lonergan's MANCHESTER BY THE SEA made me leave the theater feeling empty... it could easily be filed away as just another white male angst narrative."", ""Manchester by the Sea may be a potent examination of grief, family and self-imposed solitude, but it's also oddly life-affirming and uplifting."", 'Not a moment in the film is wasted; though on the long side, this is from start to finish a rewarding and strangely beautiful drama with a conclusion that is immensely satisfying in its touching understatement.', ""With an outstandingly icy Casey Affleck as a mournful loner drawn back into his old fold, Kenneth Lonergan's New England community study is a masterful, darkly American account of a heart in the dead of January."", 'In Manchester by the Sea, men are soulful and women are shallow, a gender gap that wounds this otherwise compelling drama.', 'A drama of rage and grief that stands on the brink of the inexpressible.', 'This is about life as it is lived in the real world, with unassuageable pain, loose ends untied, life lessons unlearned. Life with no narrative closure.', 'Each scene brims with self-contained humour and drama, regardless of whether it moves the story along or simply fills in background colour.', ""That Manchester By The Sea is so absorbing is down to Lonergan's painstaking directorial style and to a superb Method-style performance from the lead actor."", 'Masterfully told and beautifully acted, Manchester By The Sea is a shattering yet graceful elegy of loss and grief.', 'For all its moments of discord, Manchester By the Sea sings its lonely song with tremendous heart and soul.', 'Lonergan is so precise with his actors, the sense of place, and the level control of tone that you feel him methodically striving here to avoid false notes.', 'This is without question my favorite film of the year', 'Unforced acting couples with a nuanced, insightful script to tell a story that, although seemingly simple, is achingly complex.', 'The sadness of ""Manchester by the Sea"" is the kind of sadness that makes you feel more alive, rather than less, to the preciousness of things.', ""Affleck is magnificent, but the movie is something less than that, because it can't completely overcome some built-in challenges. Even so, Manchester by the Sea deserves honors for being so different, and for working on the mind in a particular way"", 'Manchester by the Sea is a stunner, delivering in ways that defy easy description.', 'Its initial enigma seems to need no explanation; yet, once deciphered, the film does not falter but moves only deeper into the emotional territory it charts.', ""It's painful and tragic, yet it's cut with elements of humor and laughter. Just like life.""]",both
2017, The Shape of Water , Guillermo del Toro and J. Miles Dale ,1, The Shape of Water ,the-shape-of-water-2006,[],both
2017, Call Me by Your Name ,"Peter Spears, Luca Guadagnino, Emilie Georges, and Marco Morabito",0, Call Me by Your Name ,call_me_by_your_name,"['A modern-day Visconti, Italian director Luca Guadagnino (I Am Love) grants us entry into a world not only of wealth but of culture, which can be just as liberating.', 'Call Me By Your Name survives because of poignant screenwriting, keen directing, and tender acting.', ""The characters' beauty and intellectual perfection is so consummate that I couldn't entirely believe that these people actually had genitals-that they could ever sweat or incur sunburn."", ""This is a beautiful film -- one that is startlingly real. It feels so blisteringly sensual and in the moment, that it's almost impossible to ignore."", '""Call Me By Your Name"" can be considered an idealistic film, but that\'s only natural for something about young people experiencing something wonderful for the first time.', 'This coming-of-age love story is all texture, tone and nuance...Luca Guadagnino has made a lovely cinematic feather. And it floats down beautifully, riding a soft breeze of melancholy and grace.', ""Hammer is exceptionally fine in the film... while Chalamet is perfect as the indecisive youth who is drawn to this exotic stranger in ways he himself can't fully comprehend."", ""It's a story less about the characters involved than it is about the dynamics between them, a late addition to the Symposium's accounts of the great god Love."", '""Call Me By Your Name"" is a visually stunning coming-of-age story that boasts a star-making performance by Chalamet.', ""A love affair is inevitable, but Guadagnino doesn't skim over Elio's prolonged longing, which is what makes Call Me by Your Name most potent as a coming-of-age picture, not a mere romance."", 'Despite all its pain, love is always worth it, the film argues-and makes you believe.', 'The film is beautifully shot and the performances are outstanding.', 'You may not realize how strong the acting is until you replay the movie in your head later.', 'Chalamet is a revelation.', ""It's a piercing glimpse of a young man's bright, confounding first love, the kind of love that brings disorientation and rhapsody."", 'Slowly, as if in a delicate tango, the two move toward each other, and ""Call Me By Your Name"" becomes the story of a connection, both sexual and emotional.', 'Few films handle coming of age with as much grace and humanity as Call Me By Your Name and the audience is as transformed by the experience as the characters.', 'Call Me by Your Name is a perfect, lazy, worry-free day, practically devoid of any real-world concerns and absolutely dripping with intellectual and artistic stimulation, and all manner of sexual enticement.', ""A complicated movie, erotic yet never graphic, heartfelt yet highly stylized. Chalamet delivers one of the year's best performances."", ""One of the year's most romantic movies, and also one of the best.""]",both
2017, Darkest Hour ,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten, and Douglas Urbanski",0, Darkest Hour ,darkest_hour_annihilation,[],both
2017, Dunkirk ,Emma Thomas and Christopher Nolan,0, Dunkirk ,dunkirk_2017,"['The visuals, the structure, the use of sound and music, and the simple presence of a beating heart - all come together in a whole that is truly breathtaking.', ""Dunkirk shows off Nolan's own techniques as a filmmaker to make for a film that is technically, if not completely narratively, lustrous."", 'The strange problem posed by the movie is, in terms of what it sets out to do, completely of a piece but missing the surge of feeling that would make that thing worth doing.', '[Dunkirk] is absolutely riveting, but not quite the high-minded salute to the Greatest Generation the marketing may have you believe.', 'Masterful visual storytelling on an epic scale.', ""When Dunkirk ended, I realized it wasn't Dunkirk I wanted to watch: It was the sequel."", ""A genuinely powerful and emotionally resonant glimpse into the fog of war, told viscerally and masterfully by a top-notch filmmaker in full command of his gifts. But Nolan indulges in a structural flourish that, for this viewer, simply doesn't play."", ""Few films have stripped war down to its terrifying, thrilling essence as Christopher Nolan's Dunkirk, and few films have turned war into such an overwhelming, almost physical experience."", ""Nolan's sense of memory and of history is as flattened-out and untroubled as his sense of psychology and of character."", ""It isn't a standard war movie, but it sure is some beautiful, difficult thing."", ""It's not always easy to know what's going on in Christopher Nolan's Dunkirk-which makes the film seem all the more convincing as an evocation of war."", '""Virtual reality without the headset"", [Nolan] calls it, and it\'s no idle boast. Everything has been meticulously -- and effectively -- designed to dissolve the barrier between you and the screen.', 'Occasional bursts of flames, imperiling many of the effectively nameless characters, come as a relief from the chromatic tedium.', 'The movie works. Time and again, the action swells and dips, like a wave, then suddenly delivers a salty slap in the face.', ""It is hard to imagine a better tribute to this victory of survival than Nolan's spare, stunning, extraordinarily ambitious film."", 'A film that will doubtless become the definitive cinematic depiction of this remarkable chapter of history.', 'Technically awe-inspiring, narratively inventive and thematically complex, Dunkirk reinvigorates its genre with a war movie that is both harrowing and smart.', ""It's an extraordinary undertaking, and Nolan delivers a spellbinding ride. Out of the depths or man-made horror, he's created a gripping tale of human resolve."", 'Despite all the substandard characterization, what we do see sucks us in enough to keep us invested and, at times, riveted.', 'This is a magnificent achievement accomplished with staggering buoyancy and grace, the victory of survival its own form of heroism worthy of celebration.']",both
2017, Get Out ,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr., and Jordan Peele",0, Get Out ,get_out,"['Peele seduces, subverts and manipulates audience expectations - as the masters Alfred Hitchcock, John Carpenter, and Stanley Kubrick did before him.', 'This brilliantly provocative first feature from comic turned writer-director Jordan Peele proves that the best way to get satire to a mass audience is to call it horror.', 'Everything in Get Out seems innocuous on first blush.', 'Kudos to Peele for tackling a painful subject in such a massively entertaining and thoroughly memorable fashion. [Full review in Japanese]', ""What makes [Get Out] a worthwhile experience is Jordan Peele's skillful genre intervention."", ""It's a game-changer."", '[Director] Peele, who also scripted, is very good at writing barbed dialogue, and as the film proceeds the audience is likely to feel as uncomfortable as Chris.', ""It's Guess Who's Coming to Dinner made over in the spirit of Rosemary's Baby, with accessories inspired by Meet the Fockers."", ""Peele plays the suspense like a maestro wielding a Stradivarius - each tightly wound string used to create a sense of foreboding and anticipation that Hitchcock himself would've been jealous of."", ""Jordan Peele's semi-parodic horror film Get Out has a complexity worthy of its historical moment."", ""By focusing the storyline on a particular form of racism -- the kind that's often disguised as peculiar envy -- Get Out reveals something more insidious."", ""Mostly [Peele] creates a lovely, off-kilter mood, riffing with tremendous visual poise on all sorts of classics, including Seconds, Guess Who's Coming to Dinner and The Stepford Wives."", 'Beneath the beatific smile of 21st-century liberalism, Get Out finds the still grinning ghoulish skull of age-old servitude and exploitation unveiled during a rollercoaster ride into a very American nightmare.', ""Peele succeeds where sometimes even more experienced filmmakers fail: He's made an agile entertainment whose social and cultural observations are woven so tightly into the fabric that you're laughing even as you're thinking, and vice-versa."", 'In a double whammy of satire, Get Out upends all the expected tropes of the horror movie and gives middle-class white liberals a thorough skewering.', ""To call it the most important movie of the year so far makes it sound possibly rather worthy. That's not true at all. Get Out is a comment on a highly complex situation that's also a total blast."", 'The most forceful and inventive American horror film since It Follows.', 'The film has more to do with discomfort and envy than blind hatred. What a strange marvel it is.', 'Is it too early to call this a modern genre classic?', ""It's a brilliantly mischievous, unsettling movie.""]",both
2017, Lady Bird ,"Scott Rudin, Eli Bush, and Evelyn O'Neill",0, Lady Bird ,lady_bird,"[""Lady Bird combines wisdom and tenderness, humor and grace. It's light-footed without being lightweight. And it captures, with great feeling, the turbulence of a girl growing up. I can't recommend it enough."", ""Greta Gerwig's directorial debut, Lady Bird, is the millisecond of possibility, the speck of unflinching nerve, which might only occur once in our lives."", 'It is a female coming-of-age story that is both nostalgic and unflinching, and it will ensnare you deeply in its grasp.', 'The densely packed detail which makes this such a luminous work shows Gerwig to be an uncommonly alert filmmaker.', 'One of the finest teen comedies ever. Movie perfection', ""One element of the film's genius is its ability to root us firmly in Lady Bird's perspective. It does more."", 'Its joyful, forward-rushing narrative rhythm captures the feeling of adolescence ending before it has barely begun.', ""As teen movies go, it's supremely sophisticated, capturing and crystallising that moment in adolescence when it seems that life is at last about to start and the only place you want to be is elsewhere."", 'While there is an acute authorial intelligence informing the transitions between scenes, the steady trot of clipped vignettes comes to seem monotonous and somewhat evasive, a way to move along before anything too hard and hurtful happens.', 'Like many wonderful actresses with a gift for words (think Julie Delpy, Sarah Polley and Lake Bell) Gerwig has slipped behind the camera to create something quietly political.', ""Gerwig's deft handling of script, camera and actors is all the more impressive given that this is her first film as solo director."", ""This is a coming-of-age story that's affecting without ever being sentimental, and feels absolutely true -- like remembering the teenager you once were, even if you were never a Lady Bird (or Debee) exactly. A rare bird indeed."", 'A gloriously funny and wistfully autobiographical coming-of-age comedy.', ""If Gerwig is capable of all this in her first solo feature, who knows what feats of woodwork she'll craft for us next."", 'Writer-director Gerwig manages brilliantly the delicate feat of portraying the vulnerabilities and eccentricities of the townsfolk without patronising them.', 'Lady Bird is an absolute charmer of a movie. We genuinely care about this lovely, rebellious girl and we want her to be happy.', ""It's almost too hard to write about Lady Bird precisely because it's so brilliant that no words could possibly capture its spirit and convey why this film absolutely has to be seen, and loved."", 'A coming-of-age story like no other, Lady Bird is smart, emotional, funny and completely original. Rarely has a directorial debut been so assured, so singular and so heartwarmingly affecting.', ""Almost everything here bespeaks Gerwig, including the cast's tendency to act one line or dramatic moment with breezy brio, as if already on the run to the next. Very GG."", ""The characters may be messy, but Gerwig's writing and direction are elegantly precise. One of the best ensemble casts of the year.""]",both
2017, Phantom Thread ,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison, and Daniel Lupi",0, Phantom Thread ,phantom_thread_trailer,[],both
2017, The Post ,"Amy Pascal, Steven Spielberg, and Kristie Macosko Krieger",0, The Post ,the_post_2023,[],both
2017," Three Billboards Outside Ebbing, Missouri ","Graham Broadbent, Pete Czernin, and Martin McDonagh",0," Three Billboards Outside Ebbing, Missouri ",three_billboards_outside_ebbing_missouri_trailer,[],both
